ga.dateHourMinute;ga.sessionDurationBucket;ga.browser.encoded;ga.operatingSystem.encoded;ga.operatingSystemVersion.encoded;ga.language.encoded;ga.DeviceInfo.encoded;Unique.code;ga.sessionsWithEvent;Success
201805281734;5046;A4;B6;C73;D77;E171;A4B6C73D77E171;0;FALSE
201805281741;5046;A4;B6;C73;D77;E171;A4B6C73D77E171;0;FALSE
201805281742;5046;A4;B6;C73;D77;E171;A4B6C73D77E171;0;FALSE
201805281743;5046;A4;B6;C73;D77;E171;A4B6C73D77E171;0;FALSE
201805281748;5046;A4;B6;C73;D77;E171;A4B6C73D77E171;0;FALSE
201805281749;5046;A4;B6;C73;D77;E171;A4B6C73D77E171;0;FALSE
201805281751;5046;A4;B6;C73;D77;E171;A4B6C73D77E171;0;FALSE
201803190029;1;A4;B2;C44;D54;E253;A4B2C44D54E253;1;FALSE
201803240800;493;A4;B2;C44;D54;E253;A4B2C44D54E253;0;FALSE
201803240807;493;A4;B2;C44;D54;E253;A4B2C44D54E253;0;FALSE
201803251435;77;A4;B2;C44;D54;E253;A4B2C44D54E253;1;FALSE
201803251436;77;A4;B2;C44;D54;E253;A4B2C44D54E253;0;FALSE
201803260001;83;A4;B2;C44;D54;E253;A4B2C44D54E253;1;FALSE
201803291825;16;A4;B2;C44;D54;E253;A4B2C44D54E253;1;FALSE
201803291826;16;A4;B2;C44;D54;E253;A4B2C44D54E253;0;FALSE
201804031114;22;A4;B2;C44;D54;E253;A4B2C44D54E253;1;FALSE
201804141017;92;A4;B2;C44;D54;E253;A4B2C44D54E253;1;FALSE
201804141018;92;A4;B2;C44;D54;E253;A4B2C44D54E253;0;FALSE
201804142117;21;A4;B2;C44;D54;E253;A4B2C44D54E253;1;FALSE
201804142118;21;A4;B2;C44;D54;E253;A4B2C44D54E253;0;FALSE
201804151944;73;A4;B2;C44;D54;E253;A4B2C44D54E253;1;FALSE
201804172352;2;A4;B2;C44;D54;E253;A4B2C44D54E253;1;FALSE
201804211900;185;A4;B2;C44;D54;E253;A4B2C44D54E253;1;FALSE
201804211901;185;A4;B2;C44;D54;E253;A4B2C44D54E253;0;FALSE
201804242343;3;A4;B2;C44;D54;E253;A4B2C44D54E253;1;FALSE
201804251249;1;A4;B2;C44;D54;E253;A4B2C44D54E253;1;FALSE
201804281857;116;A4;B2;C44;D54;E253;A4B2C44D54E253;1;FALSE
201804281859;116;A4;B2;C44;D54;E253;A4B2C44D54E253;0;FALSE
201804291229;80;A4;B2;C44;D54;E253;A4B2C44D54E253;1;FALSE
201804291230;80;A4;B2;C44;D54;E253;A4B2C44D54E253;0;FALSE
201804292014;61;A4;B2;C44;D54;E253;A4B2C44D54E253;1;FALSE
201804292015;61;A4;B2;C44;D54;E253;A4B2C44D54E253;0;FALSE
201805011733;151;A4;B2;C44;D54;E253;A4B2C44D54E253;1;FALSE
201805011736;151;A4;B2;C44;D54;E253;A4B2C44D54E253;0;FALSE
201805030014;37;A4;B2;C44;D54;E253;A4B2C44D54E253;1;FALSE
201805030015;37;A4;B2;C44;D54;E253;A4B2C44D54E253;0;FALSE
201805161800;287;A4;B2;C44;D54;E253;A4B2C44D54E253;1;FALSE
201805161801;287;A4;B2;C44;D54;E253;A4B2C44D54E253;0;FALSE
201805161802;287;A4;B2;C44;D54;E253;A4B2C44D54E253;0;FALSE
201805161805;287;A4;B2;C44;D54;E253;A4B2C44D54E253;0;FALSE
201805170925;3;A4;B2;C44;D54;E253;A4B2C44D54E253;1;FALSE
201805181726;2;A4;B2;C44;D54;E253;A4B2C44D54E253;1;FALSE
201805242142;77;A4;B2;C44;D54;E253;A4B2C44D54E253;1;FALSE
201805242143;77;A4;B2;C44;D54;E253;A4B2C44D54E253;0;FALSE
201805260758;1923;A4;B2;C44;D54;E253;A4B2C44D54E253;1;FALSE
201805260808;1923;A4;B2;C44;D54;E253;A4B2C44D54E253;0;FALSE
201805260809;1923;A4;B2;C44;D54;E253;A4B2C44D54E253;0;FALSE
201805260830;1923;A4;B2;C44;D54;E253;A4B2C44D54E253;0;FALSE
201805310613;13;A4;B2;C44;D54;E253;A4B2C44D54E253;1;FALSE
201805312024;84;A4;B2;C44;D54;E253;A4B2C44D54E253;0;FALSE
201806051925;215;A4;B2;C44;D54;E253;A4B2C44D54E253;0;FALSE
201806052237;21;A4;B2;C44;D54;E253;A4B2C44D54E253;1;FALSE
201806052238;21;A4;B2;C44;D54;E253;A4B2C44D54E253;0;FALSE
201803191039;118;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201803191040;118;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201803201140;91;A4;B2;C44;D54;E253;A4B2C44D54E253;1;TRUE
201803201141;91;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201803201142;91;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201803241927;135;A4;B2;C44;D54;E253;A4B2C44D54E253;1;TRUE
201803241928;135;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201803241930;135;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201803261233;79;A4;B2;C44;D54;E253;A4B2C44D54E253;1;TRUE
201803261234;79;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201803281713;243;A4;B2;C44;D54;E253;A4B2C44D54E253;1;TRUE
201803281714;243;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201803281716;243;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201803281717;243;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201803291325;125;A4;B2;C44;D54;E253;A4B2C44D54E253;1;TRUE
201803291326;125;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201803291327;125;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201803301652;139;A4;B2;C44;D54;E253;A4B2C44D54E253;1;TRUE
201803301653;139;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201803301654;139;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201804021846;129;A4;B2;C44;D54;E253;A4B2C44D54E253;1;TRUE
201804021847;129;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201804021912;386;A4;B2;C44;D54;E253;A4B2C44D54E253;1;TRUE
201804021917;386;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201804052030;161;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201804061656;187;A4;B2;C44;D54;E253;A4B2C44D54E253;1;TRUE
201804061657;187;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201804061659;187;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201804071529;144;A4;B2;C44;D54;E253;A4B2C44D54E253;1;TRUE
201804071530;144;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201804071900;323;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201804071903;323;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201804071945;201;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201804081815;108;A4;B2;C44;D54;E253;A4B2C44D54E253;1;TRUE
201804081816;108;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201804122351;244;A4;B2;C44;D54;E253;A4B2C44D54E253;1;TRUE
201804122353;244;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201804122354;244;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201804122355;244;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201804151911;109;A4;B2;C44;D54;E253;A4B2C44D54E253;1;TRUE
201804151912;109;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201804161957;409;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201804161958;409;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201804162001;409;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201804162003;409;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201804180857;124;A4;B2;C44;D54;E253;A4B2C44D54E253;1;TRUE
201804180858;124;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201804180859;124;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201804191513;127;A4;B2;C44;D54;E253;A4B2C44D54E253;1;TRUE
201804191514;127;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201804191515;127;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201804231204;291;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201804231206;291;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201804231207;291;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201804231208;291;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201804241946;159;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201804242351;132;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201804262225;335;A4;B2;C44;D54;E253;A4B2C44D54E253;1;TRUE
201804262226;335;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201804262228;335;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201804262229;335;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201804262231;335;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201805010809;305;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201805010811;305;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201805010813;305;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201805011828;509;A4;B2;C44;D54;E253;A4B2C44D54E253;1;TRUE
201805011830;509;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201805011831;509;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201805011832;509;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201805011834;509;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201805021846;414;A4;B2;C44;D54;E253;A4B2C44D54E253;1;TRUE
201805021848;414;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201805041049;86;A4;B2;C44;D54;E253;A4B2C44D54E253;1;TRUE
201805041051;86;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201805061920;107;A4;B2;C44;D54;E253;A4B2C44D54E253;1;TRUE
201805061921;107;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201805061922;107;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201805121757;71;A4;B2;C44;D54;E253;A4B2C44D54E253;1;TRUE
201805121758;71;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201805301045;328;A4;B2;C44;D54;E253;A4B2C44D54E253;1;TRUE
201805301049;328;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201805301051;328;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201805301731;413;A4;B2;C44;D54;E253;A4B2C44D54E253;1;TRUE
201805301734;413;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201805301736;413;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201805301737;413;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201805302128;520;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201806031850;153;A4;B2;C44;D54;E253;A4B2C44D54E253;1;TRUE
201806031851;153;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201806031852;153;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201806071929;136;A4;B2;C44;D54;E253;A4B2C44D54E253;1;TRUE
201806071930;136;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201806071931;136;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201806170042;133;A4;B2;C44;D54;E253;A4B2C44D54E253;1;TRUE
201806170043;133;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201806170044;133;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201806170045;133;A4;B2;C44;D54;E253;A4B2C44D54E253;0;TRUE
201804171732;169;A11;B4;C27;D77;E5;A11B4C27D77E5;0;FALSE
201804212228;201;A11;B4;C27;D77;E5;A11B4C27D77E5;0;FALSE
201804212229;201;A11;B4;C27;D77;E5;A11B4C27D77E5;0;FALSE
201804221609;1;A11;B4;C27;D77;E5;A11B4C27D77E5;1;FALSE
201804222011;1;A11;B4;C27;D77;E5;A11B4C27D77E5;1;FALSE
201804251945;1201;A11;B4;C27;D77;E5;A11B4C27D77E5;1;FALSE
201804251953;1201;A11;B4;C27;D77;E5;A11B4C27D77E5;0;FALSE
201804251954;1201;A11;B4;C27;D77;E5;A11B4C27D77E5;0;FALSE
201804251957;1201;A11;B4;C27;D77;E5;A11B4C27D77E5;0;FALSE
201804251958;1201;A11;B4;C27;D77;E5;A11B4C27D77E5;0;FALSE
201804261909;78;A11;B4;C27;D77;E5;A11B4C27D77E5;1;FALSE
201804291057;1;A11;B4;C27;D77;E5;A11B4C27D77E5;1;FALSE
201804291707;1;A11;B4;C27;D77;E5;A11B4C27D77E5;1;FALSE
201804291859;1;A11;B4;C27;D77;E5;A11B4C27D77E5;1;FALSE
201805041855;288;A11;B4;C27;D77;E5;A11B4C27D77E5;0;FALSE
201805052321;134;A11;B4;C27;D77;E5;A11B4C27D77E5;1;FALSE
201805052323;134;A11;B4;C27;D77;E5;A11B4C27D77E5;0;FALSE
201805130802;114;A11;B4;C27;D77;E5;A11B4C27D77E5;0;FALSE
201805130803;114;A11;B4;C27;D77;E5;A11B4C27D77E5;0;FALSE
201805140702;2;A11;B4;C27;D77;E5;A11B4C27D77E5;1;FALSE
201805191211;2;A11;B4;C27;D77;E5;A11B4C27D77E5;0;FALSE
201805202141;130;A11;B4;C27;D77;E5;A11B4C27D77E5;1;FALSE
201805202143;130;A11;B4;C27;D77;E5;A11B4C27D77E5;0;FALSE
201805231058;1;A11;B4;C27;D77;E5;A11B4C27D77E5;1;FALSE
201805231904;211;A11;B4;C27;D77;E5;A11B4C27D77E5;1;FALSE
201805231905;211;A11;B4;C27;D77;E5;A11B4C27D77E5;0;FALSE
201805231907;211;A11;B4;C27;D77;E5;A11B4C27D77E5;0;FALSE
201805232123;1;A11;B4;C27;D77;E5;A11B4C27D77E5;1;FALSE
201805240937;2906;A11;B4;C27;D77;E5;A11B4C27D77E5;0;FALSE
201805240938;2906;A11;B4;C27;D77;E5;A11B4C27D77E5;0;FALSE
201805241003;2906;A11;B4;C27;D77;E5;A11B4C27D77E5;0;FALSE
201805241005;2906;A11;B4;C27;D77;E5;A11B4C27D77E5;0;FALSE
201805241024;2906;A11;B4;C27;D77;E5;A11B4C27D77E5;0;FALSE
201805241129;1;A11;B4;C27;D77;E5;A11B4C27D77E5;1;FALSE
201805261234;1;A11;B4;C27;D77;E5;A11B4C27D77E5;1;FALSE
201805301317;1;A11;B4;C27;D77;E5;A11B4C27D77E5;1;FALSE
201806020911;1;A11;B4;C27;D77;E5;A11B4C27D77E5;1;FALSE
201806071825;93;A11;B4;C27;D77;E5;A11B4C27D77E5;1;FALSE
201806112300;1;A11;B4;C27;D77;E5;A11B4C27D77E5;1;FALSE
201806130753;1;A11;B4;C27;D77;E5;A11B4C27D77E5;1;FALSE
201806140211;1;A11;B4;C27;D77;E5;A11B4C27D77E5;1;FALSE
201803301958;580;A11;B4;C27;D77;E5;A11B4C27D77E5;1;TRUE
201803302002;580;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201803302003;580;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201803302005;580;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201803302007;580;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201803302008;580;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201804131333;170;A11;B4;C27;D77;E5;A11B4C27D77E5;1;TRUE
201804131335;170;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201804131336;170;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201804162218;190;A11;B4;C27;D77;E5;A11B4C27D77E5;1;TRUE
201804162221;190;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201804172129;94;A11;B4;C27;D77;E5;A11B4C27D77E5;1;TRUE
201804172130;94;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201804201850;198;A11;B4;C27;D77;E5;A11B4C27D77E5;1;TRUE
201804201851;198;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201804201852;198;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201804201853;198;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201804201854;198;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201804202114;112;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201804202115;112;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201804211705;190;A11;B4;C27;D77;E5;A11B4C27D77E5;1;TRUE
201804211708;190;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201804221456;211;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201804221457;211;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201804221459;211;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201804251635;33;A11;B4;C27;D77;E5;A11B4C27D77E5;1;TRUE
201804251636;33;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201804281136;249;A11;B4;C27;D77;E5;A11B4C27D77E5;1;TRUE
201804281137;249;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201804281139;249;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201804281141;249;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805011919;248;A11;B4;C27;D77;E5;A11B4C27D77E5;1;TRUE
201805011922;248;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805011923;248;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805041500;741;A11;B4;C27;D77;E5;A11B4C27D77E5;1;TRUE
201805041505;741;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805041510;741;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805041513;741;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805051148;288;A11;B4;C27;D77;E5;A11B4C27D77E5;1;TRUE
201805051149;288;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805051150;288;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805071403;579;A11;B4;C27;D77;E5;A11B4C27D77E5;1;TRUE
201805071404;579;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805071410;579;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805102114;1745;A11;B4;C27;D77;E5;A11B4C27D77E5;1;TRUE
201805102143;1745;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805131222;170;A11;B4;C27;D77;E5;A11B4C27D77E5;1;TRUE
201805131224;170;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805131225;170;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805141955;232;A11;B4;C27;D77;E5;A11B4C27D77E5;1;TRUE
201805141957;232;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805141958;232;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805191838;183;A11;B4;C27;D77;E5;A11B4C27D77E5;1;TRUE
201805191839;183;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805191840;183;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805191841;183;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805201940;286;A11;B4;C27;D77;E5;A11B4C27D77E5;1;TRUE
201805201942;286;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805201944;286;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805222154;111;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805232225;501;A11;B4;C27;D77;E5;A11B4C27D77E5;1;TRUE
201805232226;501;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805232228;501;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805232229;501;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805232230;501;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805232233;501;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805271831;737;A11;B4;C27;D77;E5;A11B4C27D77E5;1;TRUE
201805271832;737;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805271835;737;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805271836;737;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805271839;737;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805271840;737;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805271843;737;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805281904;301;A11;B4;C27;D77;E5;A11B4C27D77E5;1;TRUE
201805281907;301;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805301838;2264;A11;B4;C27;D77;E5;A11B4C27D77E5;1;TRUE
201805301847;2264;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805301848;2264;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805301909;2264;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805301914;2264;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805301915;2264;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201805301916;2264;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201806051735;817;A11;B4;C27;D77;E5;A11B4C27D77E5;1;TRUE
201806051741;817;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201806051748;817;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201806052127;1839;A11;B4;C27;D77;E5;A11B4C27D77E5;1;TRUE
201806052155;1839;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201806052157;1839;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201806052158;1839;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201806061504;293;A11;B4;C27;D77;E5;A11B4C27D77E5;1;TRUE
201806061507;293;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201806061508;293;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201806061509;293;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201806071004;995;A11;B4;C27;D77;E5;A11B4C27D77E5;1;TRUE
201806071019;995;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201806071020;995;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201806171600;68;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201806171601;68;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201806181041;538;A11;B4;C27;D77;E5;A11B4C27D77E5;1;TRUE
201806181045;538;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201806181046;538;A11;B4;C27;D77;E5;A11B4C27D77E5;0;TRUE
201804061125;884;A11;B4;C26;D77;E11;A11B4C26D77E11;0;TRUE
201804061127;884;A11;B4;C26;D77;E11;A11B4C26D77E11;0;TRUE
201804061128;884;A11;B4;C26;D77;E11;A11B4C26D77E11;0;TRUE
201804061443;275;A11;B4;C27;D54;E11;A11B4C27D54E11;1;TRUE
201804061447;275;A11;B4;C27;D54;E11;A11B4C27D54E11;0;TRUE
201804061448;275;A11;B4;C27;D54;E11;A11B4C27D54E11;0;TRUE
201804061609;200;A11;B4;C25;D54;E11;A11B4C25D54E11;1;TRUE
201804061611;200;A11;B4;C25;D54;E11;A11B4C25D54E11;0;TRUE
201804061612;200;A11;B4;C25;D54;E11;A11B4C25D54E11;0;TRUE
201804061620;39;A11;B4;C26;D54;E11;A11B4C26D54E11;1;TRUE
201804061621;39;A11;B4;C26;D54;E11;A11B4C26D54E11;0;TRUE
201804061647;390;A11;B4;C26;D54;E11;A11B4C26D54E11;1;TRUE
201804061649;390;A11;B4;C26;D54;E11;A11B4C26D54E11;0;TRUE
201804061650;390;A11;B4;C26;D54;E11;A11B4C26D54E11;0;TRUE
201804061651;390;A11;B4;C26;D54;E11;A11B4C26D54E11;0;TRUE
201804061653;390;A11;B4;C26;D54;E11;A11B4C26D54E11;0;TRUE
201804061712;114;A11;B4;C26;D54;E11;A11B4C26D54E11;1;TRUE
201804061714;114;A11;B4;C26;D54;E11;A11B4C26D54E11;0;TRUE
201804061742;15;A11;B4;C23;D54;E11;A11B4C23D54E11;0;TRUE
201804061843;198;A4;B4;C26;D54;E11;A4B4C26D54E11;0;TRUE
201804061845;198;A4;B4;C26;D54;E11;A4B4C26D54E11;0;TRUE
201804062052;306;A11;B4;C26;D54;E11;A11B4C26D54E11;1;TRUE
201804062056;306;A11;B4;C26;D54;E11;A11B4C26D54E11;0;TRUE
201804062057;306;A11;B4;C26;D54;E11;A11B4C26D54E11;0;TRUE
201804070911;116;A4;B4;C27;D77;E11;A4B4C27D77E11;1;TRUE
201804070912;116;A4;B4;C27;D77;E11;A4B4C27D77E11;0;TRUE
201804070913;116;A4;B4;C27;D77;E11;A4B4C27D77E11;0;TRUE
201804071639;106;A11;B4;C26;D54;E11;A11B4C26D54E11;1;TRUE
201804071708;56;A11;B4;C21;D54;E11;A11B4C21D54E11;1;TRUE
201804071709;56;A11;B4;C21;D54;E11;A11B4C21D54E11;0;TRUE
201804071726;53;A11;B4;C27;D54;E11;A11B4C27D54E11;1;TRUE
201804071727;53;A11;B4;C27;D54;E11;A11B4C27D54E11;0;TRUE
201804071728;436;A11;B4;C25;D54;E11;A11B4C25D54E11;1;TRUE
201804071731;93;A11;B4;C26;D54;E11;A11B4C26D54E11;1;TRUE
201804071732;93;A11;B4;C26;D54;E11;A11B4C26D54E11;0;TRUE
201804071734;436;A11;B4;C25;D54;E11;A11B4C25D54E11;0;TRUE
201804071735;436;A11;B4;C25;D54;E11;A11B4C25D54E11;0;TRUE
201804071857;701;A4;B4;C13;D54;E11;A4B4C13D54E11;1;TRUE
201804071858;701;A4;B4;C13;D54;E11;A4B4C13D54E11;0;TRUE
201804071859;701;A4;B4;C13;D54;E11;A4B4C13D54E11;0;TRUE
201804071903;701;A4;B4;C13;D54;E11;A4B4C13D54E11;0;TRUE
201804071909;701;A4;B4;C13;D54;E11;A4B4C13D54E11;0;TRUE
201804071932;42;A11;B4;C25;D54;E11;A11B4C25D54E11;1;TRUE
201804072017;57;A11;B4;C4;D54;E11;A11B4C4D54E11;1;TRUE
201804081315;118;A11;B4;C25;D54;E11;A11B4C25D54E11;1;TRUE
201804081316;118;A11;B4;C25;D54;E11;A11B4C25D54E11;0;TRUE
201804081317;118;A11;B4;C25;D54;E11;A11B4C25D54E11;0;TRUE
201804081357;220;A4;B4;C27;D31;E11;A4B4C27D31E11;1;TRUE
201804081400;220;A4;B4;C27;D31;E11;A4B4C27D31E11;0;TRUE
201804081505;147;A11;B4;C26;D54;E11;A11B4C26D54E11;1;TRUE
201804081506;147;A11;B4;C26;D54;E11;A11B4C26D54E11;0;TRUE
201804081507;147;A11;B4;C26;D54;E11;A11B4C26D54E11;0;TRUE
201804081539;220;A11;B4;C26;D54;E11;A11B4C26D54E11;1;TRUE
201804081541;220;A11;B4;C26;D54;E11;A11B4C26D54E11;0;TRUE
